reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOFNtevIpWvP8fNoTvJGBjuvcLePAN3N68bfdwyC6NJxYfkLyFtksoaik9nAhaDqCR7OGiWHmwH59SNl1Q,Chris Johnson,https://lh3.googleusercontent.com/a-/AOh14GiU__Sa1MCevqB0ir14mwhMVStu6-ngNnAKI5Hw,"The app is telling me everything is closed, despite restaurants not being closed. This is useless.",1,0,7.99,10,,
gp:AOqpTOE7Le-wQ7xtzaeWVnFCNw0_p5Fm0va6CZKau2Dw_4Sx3mdeiqORIFKx4VkHkm_DbU7xTlIx1P1snNMCAw,Eddy Reif,https://lh3.googleusercontent.com/a-/AOh14GiKaUNbx4oQ5xSAJXhnSmTH_OOwv3ZSc3dRBOiIVg,"App and service is good, but the fees are excessive",1,0,7.99,09,,
gp:AOqpTOGojFtb_MpuRNWlSuhnqkCCmdnsEih1JRZpoW5vBjXNJbyU6GFHExqO0fGKhrPhlhpxC9qdv82ip05BMQ,Daves,https://lh3.googleusercontent.com/-zcJWw_zguaU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnQQGVQz_iFSYlYxIHAbn-MEVPiRg/photo.jpg,App is clunky and crashes all the time. I only use it because my favorite restaurant isn't on doordash,1,0,7.98,05,,
gp:AOqpTOFCc_foCMKugkghc5Bd-j_z3nkQJI8C2OZhmrFnNvz4E0ujpuNfwzKqcDRB6wWYKfidgHf-2vBGxdlrjw,Steven Ryan,https://lh3.googleusercontent.com/a-/AOh14GiFzrRX3Wldlgi4JiDIQe8MmTTZhKSb6e3qLPKIOA,"Wasted time!Waited 30mins to have GH cancel my order with no explanation,last time we will ever use GH!",1,0,7.98,04,,
gp:AOqpTOHeg6e1J-p2BBJKWwxFA01iGGsAmmaeqP6n58fOJNciktfa5XzrnVhqhrMPqHKa58Frp0P1XQz8DfKBnQ,Chris Reaves,https://lh3.googleusercontent.com/a-/AOh14GgOpcrIVyN11ruD0m4CjxrunvaaHf_kJWrC4_mE,"The app itself is fine but the service has been a complete disappointment, and definitely not worth the delivery fees. Twice the incorrect order was given to the restaurant, and once the delivery guy was hopelessly behind schedule and didn't bother to tell us until we checked in after our delivery window had closed. After these three strikes, we will not be using it again.",1,1,7.98,03,,
gp:AOqpTOHIYs0Zc93BMbsszv0GW0ModEc7s0h26YblNml0KoHWAtyHo2VusyR2cq-KNGj7JqLck5V3gEbvTbzOOA,Michael Nehls,https://lh3.googleusercontent.com/-FkZPI1GfM2E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnuvhPwRi-wLkbLqplH2s4NlN5EXw/photo.jpg,"Only works half the time, drivers are picking up multiple orders. 30+minutes from when it was confirmed picked up.",1,0,7.99,10,,
gp:AOqpTOGnvp9tDQYQ1c9TKREjCnnnMtR1fAAKzy0STKrwNqBtM863wsYSkzZXDzKaba9mQC5T-isIr8annaYO3A,LaKeisha Holmes,https://lh3.googleusercontent.com/-Ctqr9DoHnXM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmttTeCQaRIFqn8UwGqEVgxBRnzsQ/photo.jpg,Wont take my debit card ever i always have to use a different one . Their always late.,1,0,7.98,02,,
gp:AOqpTOFFKKbMrByHTJR8NCTcs2QQwyTgTZD8mQw8oo5G31M3WcRw4Q2zjq73aNneEao5cdlEanJXTyioPwNpJw,Kelly LeClain,https://lh3.googleusercontent.com/a-/AOh14GgOUiuG3FVhupXpCYW0py6wwmKyNgPk5Go8RdK-sg,This app never lists my local restaurants. Or when it does I get half through my order and it tells me sorry this restaurant is closed..not worth the time.,1,0,7.98,06,,
gp:AOqpTOGpi7UP0b2dzZzaibN-98vMqOZ4rSv4kNhPN2dkVql8B15RXchYABcZxNvU8nIM5lURkUDBdR7NFudVdQ,Roman Perez,https://lh3.googleusercontent.com/-Sfa5pDdax8M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckDA1Jr32q2rVJrVj54-Yni8bm45A/photo.jpg,"Restaurant and drivers dont see the urgency and the importance of delivering something that us as a customer consume. Too many times with this same issues to continue to used this app. Advice for future customers, expect delays and cancellations fees.",1,0,7.98,07,We'll look into this issue for you. Please send us a note at +18775851085 so that we can follow up.,08
gp:AOqpTOGXBGTIc9FJOM8XwWlLlCS5K2F6VIoPjm0fFxHD1wfvXXEPlCx4ccaR6V5qm0KhoGMFELigCd_UNJnKFQ,Marjorie Bates,https://lh3.googleusercontent.com/-53GuRuBaXGc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl5N49U12kdScWOfrb_bEFI8He7-A/photo.jpg,"Went to order food for delivery, didnt realize it had swapped to pick up. Have no way of picking up the food. No help sectiom for the order, and when you go to the help section in settings, it miraculously doesn't load anything. So now I can't refund, can't get any help, and can't get the food I wasted money on.",1,0,7.98,04,,
gp:AOqpTOFrbK1P57wO0zLjxGe9LxFD5ebx8LYbp1HgSZ8DouV3XT9g_3X9AuJPAkEus3-TAe9mzkAVnRYXb8pOxw,Dave Waltz,https://lh3.googleusercontent.com/-usafvahXmRE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmbSwxnARcWG-3vjVBvxBGkqe9EBA/photo.jpg,"Used to be great. As of the past couple weeks service has went horribly downhill. I i sit and wait for 45mins to 1hr on delivery, fair enough. The problem ive been having is when you wait all that time and then 5mins before your order is supposed to be delivered, they email and say its been delayed a hr or the order has been canceled. The worst is when both happens on 1 transaction. Then they reimburse you like $1 for late orders which doesnt help at all. If the issue a refund, it takes 5 days",1,0,7.98,08,We appreciate this feedback and apologize for any issues.,08
gp:AOqpTOGD4Idij-fRs3J4uAvujbEicHesLXIDbQp8VLbct7jwEKLL68R_gTglsMp6iyIilAfx9aQ_i9HoJJchvA,Stephie Lynn,https://lh3.googleusercontent.com/a-/AOh14GjwlDuTepqz3t4VRgQxasTzECR6jca0W4_SyioV,Terrible service. Have had nothing but issues with the company && their excessive delivery times in the last 4 months. At 1st they were great but their quality has nose dived. App is hella glitchy too. Cinstantly says restaurants are closed when I know they are infact opened.,1,0,7.98,02,,
gp:AOqpTOHPUmHyA9AwrMtmAOH2_8EOG4fCqHYofNYIlJTufd_PV5uiKnl6Wgc_FJKtDegkxoUeQ-UzPtv5OcLuZA,Genesis Andrus,https://lh3.googleusercontent.com/a-/AOh14GgnSrpIgNzfHxg_B0vhRUuhxIkxTYgqCV4ahrvY,"1st time experience and it was just the WORST! waited OVER 2 HOURS just for my order to be canceled! NO expectations, just left me waiting hungry and then canceled.. What a great customer service this app offers.",1,0,7.99,10,,
gp:AOqpTOEiWS8FmcqDHppDOtUneam4LgZBb773NfQPCCufLMwBXGK3koLuE3Wc15t0lXPNTQR5O93f3ARV-0VPFg,payne owens,https://lh3.googleusercontent.com/-PPZSysw5_ts/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnYacod0CQtMbh6L-FJO6KG0M4Kog/photo.jpg,"Too many cancellations for my liking, last time i use this app",1,0,7.98,02,,
gp:AOqpTOGJ3F6zX4QtsLXvHGnsfWMpovjRJp0GFCYE8ydVoBNKhcgN_ynre0ow2lQCw0L-hePobjXGHRFbGFkrtw,Balcom63,https://lh3.googleusercontent.com/a-/AOh14GjkdGpzKxdBNyD4HGTQcNrCTneYlX8UHajwrN1HkQ,"Even though I know that there are plenty of restaurants that will deliver to me the app says that nothing is available near me. Please fix your app, I would love to stop having to use doordash.[Been over a month guess you guys just don't care]",1,0,7.99,08,,
gp:AOqpTOHImrLxxhpbNl2a9JguGmuNzTJhgyZC7b9q5iNDNXoN8ZN3hHwyllJBajLV0_XUUPrZ4pPjgtGFGvj2Pw,Star Hope,https://lh3.googleusercontent.com/a-/AOh14GhJrZR6VFUWx1atSoTf915lFJh_DW-4nrWUJAamqg,"The app is not the most clear... It gives an ETA delivery time but on the main page says food has been delivered which is confusing. Also, it would be nice if we could view the driver and how far they are when driving so we can accurately calculate their arrival.",1,0,7.91,01,We'll look into this issue for you. Please send us a note at +18775851085 so that we can follow up.,01
gp:AOqpTOEESYnJhtB19AnO-7RJOzueWoYcasaxpRdjDFb6-kc5YyvSIZruNTC--PKYr_W_KcfjvKy45TwYdp2svg,Adam Cockrill,https://lh3.googleusercontent.com/a-/AOh14Gjw3c5PHpX38fIxUwn-176uPSP1-5UAWni2gdK9,"First time using this app ,and I've waited for over an hour, now my order is canceled ,,on their end, and I have to wait 5 days for a refund, not only is this inconvenience frustrating, but I'm still hungry,",1,0,7.98,04,,
gp:AOqpTOHOhYlkGxMeACVGMwmSaQFnz1i5CUh_sM3iT4cXZ5K9lbtklmtMeMa85JPxNMw0fvc8ShBUGzHMThym3Q,J. Case,https://lh3.googleusercontent.com/-jsFKRQZxGCY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnn-YHCBNuwQB38WTa2L9gctWWOOQ/photo.jpg,"Without fail, every time, they have to call me to get turn by turn directions to my house. Its extreamly confusing and irritating because if you put the address into google maps it works fine.",1,1,7.96 -- (hotfix/7.96),04,,
gp:AOqpTOG1RDWadypUv0jTt43ENRv4j7pPwSofiNTz2-WGVWHXOkxxz8EvcxQUyKOccAh-4C63VyiIic_SBeB8LQ,Jessy DiPaola,https://lh3.googleusercontent.com/-eSs6uagxsik/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmZtgvMml-6gbSz8yoRHiUlFrIRcw/photo.jpg,Terrible customer service!! I've tried this app twice and both times it took almost 2 hours to get my order. And you can't contact anyone to cancel or find out why it's taking so long.,1,0,7.98,05,,
gp:AOqpTOHnG7g056ZZxrxDc1xWhhnwh1ELRfxLbkGYNcbc01F19BD_O8YEgq3MDUrAf4fqdqdGtBxdQ7LhauN1pQ,Kenya Green,https://lh3.googleusercontent.com/a-/AOh14GhVewBDMB2nndltkzBkDgTY25d0AUcqQe1hwgPDuw,I had problems with an order so I tried to contact the customer care chat. I was kicked out over 5 times with the reason that I was unresponsive but I never got through to an agent once. This app seen to be made to make it hard to put in a dispute,1,0,7.98,06,,
gp:AOqpTOGUVVZ0iRU33LTGhfywcJMkJ--yIe_ZmKUWXVlJXgbxs92XUNGbc9A2yK_cBk0JC4lyXjvsFWRSY0Ya5w,CJ 276,https://lh3.googleusercontent.com/a-/AOh14Gh6Hv8HG6BCgLcGVBhiD-MKi0FIVfdl8nM5ZbBdeg,I can't order anything I've used about 20 different cards and nothing seems to work all I want is a taco and it won't work,1,0,7.99,08,,
gp:AOqpTOFREnY-n4qytEhhSO3i57_Hfe9jeKQPlgh-KQveTOnLXgNmOol8imZ-BEXSG-ESDoPbdT7W3gLmn6h0GA,amanda lenhart,https://lh3.googleusercontent.com/-cMvUB2-TYUs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnUA3Cv60qyghnEikSovdMtqD6yBw/photo.jpg,"I've order 4 times from this app. The first 2 times it took forever to get my food, one was cold and the other was missing food. The last 2 times I never recieved my food and the order had to be cancelled. This app has been horrible and not worth the 20% promo given to make up for mess ups",1,0,7.96 -- (hotfix/7.96),01,,
gp:AOqpTOF2szFQd2f5NL8r8bjoRG5OTylbxm2JvNvpNgrQkOvCs2R0-uQp628hAXsdKjnjUePFqxccnLONDOoeLA,Brian Wieand,https://lh3.googleusercontent.com/a-/AOh14GgFx4Vj7_Be9oc7P7m5iqd-sugEcWgOQCqX86vZmg,Super sketchy that you are not able to edit ur card info in case you want to delete this app and feel secure that you will not get a random charge if you do.,1,0,7.96 -- (hotfix/7.96),03,,
gp:AOqpTOEUTaxdJmbtBIxFjhk0v3dNaQvHT1eM0s4kgBYn9xLjkQDnk7b4_KKvpFtpFTxc79NBCTzpKNS1QdA7HA,Lucas Perin,https://lh3.googleusercontent.com/-mzoYdDaHnTo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm1zbi8GOx_tnfj_xb4JqlCv_xaYQ/photo.jpg,"After using the app a few times, I have noticed that more times then not my order is ""lost"" I don't know if this is common for all but it really is a terrible experience",1,0,7.96 -- (hotfix/7.96),01,,
gp:AOqpTOFKhCErKa47FaNurhPbvAsiG-bTrZ90j94MmQc3-7g4RWgsEzuPR3ULcjdhfZfVOqmS6cbyLmirrAk54g,David Johnson,https://lh3.googleusercontent.com/a-/AOh14GhlORK8hLVzoH1ZGbSPj8jjTOs5GZLkvKoivrMehQ,"Doesn't work, ever. Says 'stumbled onto unknown error' every time. For over 6 months. Tech Support hasn't helped. Door dash works fine. Samsung S9",1,3,7.96 -- (hotfix/7.96),01,,
gp:AOqpTOGUnJ46eQV7iW8gUFv-GBm6Na_FZVKUJEhTckq6A-oh9CFQIfV-rvkkZf1hjvC98ukaKj8VDNfvTmXIiw,Jenny Taylor,https://lh3.googleusercontent.com/a-/AOh14GgyWqF8QEoiBeE8a9PwhsTN_aqVYjoSpZcBlB94lhU,"GarbageHub. I've been a user since 2010. They can't seem to prioritize restaurant quality. There are so many restaurants grubhub allows to participate on their platform which have > 4 stars, yet are worse than frozen meals from the grocery store 5 minutes away. I'm tired of playing games with my meals. Goodbye, GrubHub/Seamless/any other branding won't cover up the poor business model.",1,0,7.79,01,,
gp:AOqpTOHJZO3BPmOw7t0vXO5SKH1SLtZivLYQak7OFePqNWWao9Qr9Rvdzz4O4zev1-jhlKTGNNhhhLn0PHWLLg,Felicia Smith,https://lh3.googleusercontent.com/-J1guLFzS7pM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm_Zab_XyLfypD9v97ihBY52qnJ-A/photo.jpg,"Horrible experience. The customer service line is atrocious. The app isn't updated to times when restaurants are even open. For my order, the order was placed at 5:30 the app said 40-50 minute wait. I got notified that there was another 30 minute wait. I messaged the driver and he acted like it wasnt his fault when in reality he was supposed to place the order when he got there. He didn't even arrive until 5 minutes before the food was supposed to be delivered.",1,0,7.98,05,,
